0.25 1.5 1.5 001 0.415594 
0.25 1.5 1.5 001 0.541814 
0.25 1.5 1.5 001 0.51441 
0.25 1.5 1.5 001 0.574233 
0.25 1.5 1.5 001 0.408555 
0.25 1.5 1.5 001 0.429543 
0.25 1.5 1.5 001 0.240611 
0.25 1.5 1.5 001 0.261403 
0.25 1.5 1.5 001 0.517409 
0.25 1.5 1.5 001 0.786287 
0.25 1.5 1.5 001 0.415808 
0.25 1.5 1.5 001 0.431398 
0.25 1.5 1.5 001 0.486782 
0.25 1.5 1.5 001 0.249569 
0.25 1.5 1.5 001 0.741741 
0.25 1.5 1.5 001 0.49642 
0.25 1.5 1.5 001 0.492962 
0.25 1.5 1.5 001 0.431971 
0.25 1.5 1.5 001 0.376293 
0.25 1.5 1.5 001 0.286214 
0.25 1.5 1.5 001 0.309983 
0.25 1.5 1.5 001 0.558603 
0.25 1.5 1.5 001 0.330373 
0.25 1.5 1.5 001 0.414043 
0.25 1.5 1.5 001 0.311444 
0.25 1.5 1.5 001 0.262151 
0.25 1.5 1.5 001 0.38233 
0.25 1.5 1.5 001 0.973646 
0.25 1.5 1.5 001 0.46598 
0.25 1.5 1.5 001 0.34459 
0.25 1.5 1.5 001 0.425191 
0.25 1.5 1.5 001 0.496576 
0.25 1.5 1.5 001 0.218951 
0.25 1.5 1.5 001 0.167426 
0.25 1.5 1.5 001 0.298411 
0.25 1.5 1.5 001 0.217333 
0.25 1.5 1.5 001 0.1239 
0.25 1.5 1.5 001 0.384201 
0.25 1.5 1.5 001 0.175026 
0.25 1.5 1.5 001 0.554222 
0.25 1.5 1.5 001 0.763716 
0.25 1.5 1.5 001 0.519311 
0.25 1.5 1.5 001 0.336553 
0.25 1.5 1.5 001 0.4895 
0.25 1.5 1.5 001 0.222302 
0.25 1.5 1.5 001 0.338668 
0.25 1.5 1.5 001 0.184273 
0.25 1.5 1.5 001 0.491562 
0.25 1.5 1.5 001 0.526897 
0.25 1.5 1.5 001 0.297855 
0.25 1.5 1.5 001 0.249181 
0.25 1.5 1.5 001 0.357732 
0.25 1.5 1.5 001 0.33272 
0.25 1.5 1.5 001 0.502357 
0.25 1.5 1.5 001 0.314493 
0.25 1.5 1.5 001 0.500617 
0.25 1.5 1.5 001 0.375214 
0.25 1.5 1.5 001 0.350407 
0.25 1.5 1.5 001 0.352095 
0.25 1.5 1.5 001 0.376138 
0.25 1.5 1.5 001 0.307016 
0.25 1.5 1.5 001 0.874519 
0.25 1.5 1.5 001 0.0895566 
0.25 1.5 1.5 001 0.223628 
0.25 1.5 1.5 001 0.377851 
0.25 1.5 1.5 001 0.247871 
0.25 1.5 1.5 001 0.235084 
0.25 1.5 1.5 001 0.332724 
0.25 1.5 1.5 001 0.257139 
0.25 1.5 1.5 001 0.544216 
0.25 1.5 1.5 001 0.508855 
0.25 1.5 1.5 001 0.534254 
0.25 1.5 1.5 001 0.383777 
0.25 1.5 1.5 001 0.376754 
0.25 1.5 1.5 001 0.362079 
0.25 1.5 1.5 001 0.385755 
