Replicate Speciation-rate Extinction-rate Ingroup-divergence/divergence-to-the-ingroup-ratio Number-of-leaves Generations Haploid-efective-population-size Global-substitution-rate  Lineage-(species)-specific-rate-heterogeneity-gamma-shape Gene-family-(locus-tree)-specific-rate-heterogeneity-gamma-shape Individuals-per-species
0.25 1.5 1.5 001 0.00000022126670 0.00000016087900 0.25 30.0 1610937.0 414467.0 0.00000005252273000 2.63355900 5.98703800 1.0
0.25 1.5 1.5 002 0.00000033065670 0.00000019720340 0.25 30.0 528463.8 230025.0 0.00000004923172000 17.45882000 5.60545700 1.0
0.25 1.5 1.5 003 0.00000017432710 0.00000016768120 0.25 30.0 696625.6 422027.0 0.00000002551905000 9.26670400 8.75251200 1.0
0.25 1.5 1.5 004 0.00000056692400 0.00000041873800 0.25 30.0 802686.6 795161.0 0.00000005032916000 1.34363700 0.26131450 1.0
0.25 1.5 1.5 005 0.00000034159060 0.00000012166160 0.25 30.0 15051840.0 457358.0 0.00000002035502000 8.80121600 4.77836700 1.0
0.25 1.5 1.5 006 0.00000018337340 0.00000017232160 0.25 30.0 686284.2 402285.0 0.00000002146324000 1.48591300 5.05597100 1.0
0.25 1.5 1.5 007 0.00000023280580 0.00000018468650 0.25 30.0 589417.3 69489.0 0.00000001733049000 2.27078100 3.08324200 1.0
0.25 1.5 1.5 008 0.00000012826970 0.00000012458810 0.25 30.0 753807.8 497144.0 0.00000003528068000 6.32564100 1.32292700 1.0
0.25 1.5 1.5 009 0.00000066584620 0.00000040306830 0.25 30.0 2406693.0 74670.0 0.00000007090106000 3.10986700 5.66668800 1.0
0.25 1.5 1.5 010 0.00000034328920 0.00000012822730 0.25 30.0 979472.0 140840.0 0.00000008297236000 1.45914100 3.25137500 1.0
0.25 1.5 1.5 011 0.00000012371070 0.00000011011750 0.25 30.0 620034.1 62629.0 0.00000002839904000 9.10158800 9.65080700 1.0
0.25 1.5 1.5 012 0.00000069495650 0.00000038608630 0.25 30.0 921415.2 364521.0 0.00000002341864000 74.88376000 4.42451400 1.0
0.25 1.5 1.5 013 0.00000018912050 0.00000015073210 0.25 30.0 770792.4 829193.0 0.00000001806160000 3.19585300 2.87159100 1.0
0.25 1.5 1.5 014 0.00000027118470 0.00000024327560 0.25 30.0 1441777.0 930265.0 0.00000006018243000 50.56592000 4.07562200 1.0
0.25 1.5 1.5 015 0.00000016429300 0.00000014551730 0.25 30.0 3851139.0 976592.0 0.00000012854790000 2.13818200 3.97797400 1.0
0.25 1.5 1.5 016 0.00000018523110 0.00000011684060 0.25 30.0 851611.3 805773.0 0.00000002864273000 5.99228800 7.93165500 1.0
0.25 1.5 1.5 017 0.00000064044390 0.00000012050280 0.25 30.0 1466856.0 677801.0 0.00000001456761000 0.57403880 3.12270400 1.0
