0.25 1.5 1.5 001 0.7356012076910853
0.25 1.5 1.5 002 0.581463594470046
0.25 1.5 1.5 003 0.5251296361036072
0.25 1.5 1.5 004 0.4877680597489274
0.25 1.5 1.5 005 0.9862391863975846
0.25 1.5 1.5 006 0.5916878436357857
0.25 1.5 1.5 007 0.8451537899253139
0.25 1.5 1.5 008 0.5094484029874463
0.25 1.5 1.5 009 0.8800129032258065
0.25 1.5 1.5 010 0.7830099475607818
0.25 1.5 1.5 011 0.9033079294454155
0.25 1.5 1.5 012 0.6499398696964882
0.25 1.5 1.5 013 0.4862540600667408
0.25 1.5 1.5 014 0.5815966947401875
0.25 1.5 1.5 015 0.757343206737645
0.25 1.5 1.5 016 0.4840665501350707
0.25 1.5 1.5 017 0.653432703003337
0.25 1.5 1.5 018 0.5849893532496424
0.25 1.5 1.5 019 0.6085960273319562
0.25 1.5 1.5 020 0.9420774193548387
0.25 1.5 1.5 021 0.8688015255045288
0.25 1.5 1.5 022 0.8056719529636104
0.25 1.5 1.5 023 0.48337886540600666
0.25 1.5 1.5 024 0.8516005720641984
0.25 1.5 1.5 025 0.5494235499761639
0.25 1.5 1.5 026 0.9300130303511839
0.25 1.5 1.5 027 0.5979669474018751
0.25 1.5 1.5 028 0.8811952327983473
0.25 1.5 1.5 029 0.7833820435404417
0.25 1.5 1.5 030 0.8086944223740664
0.25 1.5 1.5 031 0.9561029715556968
0.25 1.5 1.5 032 0.9258787859526458
0.25 1.5 1.5 033 0.8582181471476243
0.25 1.5 1.5 034 0.5731806769426346
0.25 1.5 1.5 035 0.7096383918639758
0.25 1.5 1.5 036 0.6790621960908947
0.25 1.5 1.5 037 0.9164877165104084
0.25 1.5 1.5 038 0.5536972509137137
0.25 1.5 1.5 039 0.4151449547115843
0.25 1.5 1.5 040 0.8862358175750834
0.25 1.5 1.5 041 0.7601993961544573
0.25 1.5 1.5 042 0.7141617670427459
0.25 1.5 1.5 043 0.688919752105514
0.25 1.5 1.5 044 0.9688807246146512
0.25 1.5 1.5 045 0.9677859844271413
0.25 1.5 1.5 046 0.5317684411250596
0.25 1.5 1.5 047 0.5864577784840299
0.25 1.5 1.5 048 0.9972794533608772
0.25 1.5 1.5 049 0.9676170983632608
0.25 1.5 1.5 050 0.48489019545526774
0.25 1.5 1.5 051 0.5805294136341967
0.25 1.5 1.5 052 0.8885325917686319
0.25 1.5 1.5 053 0.5438929604322262
0.25 1.5 1.5 054 0.7302260924837121
0.25 1.5 1.5 055 0.5217929127602098
0.25 1.5 1.5 056 0.9745319561417448
0.25 1.5 1.5 057 0.9387881773399015
0.25 1.5 1.5 058 0.7643544891148896
0.25 1.5 1.5 059 0.8479378356904497
0.25 1.5 1.5 060 0.9024826950580009
0.25 1.5 1.5 061 0.6496964245987605
0.25 1.5 1.5 062 0.7992351501668521
0.25 1.5 1.5 063 0.8275982202447163
0.25 1.5 1.5 064 0.5246573017638646
0.25 1.5 1.5 065 0.9061289051326871
0.25 1.5 1.5 066 0.8667171142539329
0.25 1.5 1.5 067 0.9045074209439059
0.25 1.5 1.5 068 0.6797471476243445
0.25 1.5 1.5 069 0.9030714762434451
0.25 1.5 1.5 070 0.8630838074050532
0.25 1.5 1.5 071 0.6881953917050692
0.25 1.5 1.5 072 0.8846113459399333
0.25 1.5 1.5 073 0.6687617988240903
0.25 1.5 1.5 074 0.48570767519466074
0.25 1.5 1.5 075 0.709497918321945
0.25 1.5 1.5 076 0.8774143969489909
0.25 1.5 1.5 077 0.6417381852852375
0.25 1.5 1.5 078 0.8517479739392977
0.25 1.5 1.5 079 0.8225210869219768
0.25 1.5 1.5 080 0.7759411409502622
0.25 1.5 1.5 081 0.9004814238042269
0.25 1.5 1.5 082 0.644057969172096
0.25 1.5 1.5 083 0.7709386302240585
0.25 1.5 1.5 084 0.8556544096615287
0.25 1.5 1.5 085 0.42325612585412364
0.25 1.5 1.5 086 0.6540917845224853
0.25 1.5 1.5 087 0.633606610519625
0.25 1.5 1.5 088 0.5992957254091849
0.25 1.5 1.5 089 0.8242486572382012
0.25 1.5 1.5 090 0.7769593516605753
0.25 1.5 1.5 091 0.9420327347846814
0.25 1.5 1.5 092 0.5624802161131416
0.25 1.5 1.5 093 0.9093622119815669
0.25 1.5 1.5 094 0.6565023994914985
0.25 1.5 1.5 095 0.42418083584935645
0.25 1.5 1.5 096 0.9072387096774194
0.25 1.5 1.5 097 0.8917666613697759
0.25 1.5 1.5 098 0.9820446845701574
0.25 1.5 1.5 099 0.6531197203241698
0.25 1.5 1.5 100 0.6655682822183379
0.5 1.5 1.5 001 0.7349228666772605
0.5 1.5 1.5 002 0.7589322739551883
0.5 1.5 1.5 003 0.7079339583664389
0.5 1.5 1.5 004 0.9028369299221357
0.5 1.5 1.5 005 0.8250651835372637
0.5 1.5 1.5 006 0.8466985539488321
0.5 1.5 1.5 007 0.6374911171142539
0.5 1.5 1.5 008 0.8358291434927697
0.5 1.5 1.5 009 0.5977453043063722
0.5 1.5 1.5 010 0.6653322739551883
0.5 1.5 1.5 011 0.7697932305736532
0.5 1.5 1.5 012 0.5274506276815509
0.5 1.5 1.5 013 0.9244337517877006
0.5 1.5 1.5 014 0.942597107897664
0.5 1.5 1.5 015 0.8364571428571429
