5001 0.25 1.5 1.5 01 100 98
5001 0.25 1.5 1.5 02 100 73
5001 0.25 1.5 1.5 03 100 100
5001 0.25 1.5 1.5 04 100 100
5001 0.25 1.5 1.5 05 100 74
5001 0.25 1.5 1.5 06 100 100
5001 0.25 1.5 1.5 07 100 95
5001 0.25 1.5 1.5 08 100 23
5001 0.25 1.5 1.5 09 100 100
5001 0.25 1.5 1.5 10 100 100
5001 0.25 1.5 1.5 11 100 75
5001 0.25 1.5 1.5 12 100 90
5001 0.25 1.5 1.5 13 100 77
5001 0.25 1.5 1.5 14 100 67
5001 0.25 1.5 1.5 15 100 71
5001 0.25 1.5 1.5 16 100 100
5001 0.25 1.5 1.5 17 100 29
5001 0.25 1.5 1.5 18 100 100
5001 0.25 1.5 1.5 19 100 100
5001 0.25 1.5 1.5 20 100 100
5001 0.5 1.5 1.5 01 100 100
5001 0.5 1.5 1.5 02 100 100
5001 0.5 1.5 1.5 03 100 100
5001 0.5 1.5 1.5 04 100 98
5001 0.5 1.5 1.5 05 100 100
5001 0.5 1.5 1.5 06 100 99
5001 0.5 1.5 1.5 07 100 100
5001 0.5 1.5 1.5 08 100 100
5001 0.5 1.5 1.5 09 100 100
5001 0.5 1.5 1.5 10 100 100
5001 0.5 1.5 1.5 11 100 92
5001 0.5 1.5 1.5 12 100 56
5001 0.5 1.5 1.5 13 100 100
5001 0.5 1.5 1.5 14 100 100
5001 0.5 1.5 1.5 15 100 100
5001 0.5 1.5 1.5 16 100 100
5001 0.5 1.5 1.5 17 100 100
5001 0.5 1.5 1.5 18 100 100
5001 0.5 1.5 1.5 19 100 100
5001 0.5 1.5 1.5 20 100 100
5001 0 0.15 0.15 01 100 0
5001 0 0.15 0.15 02 100 0
5001 0 0.15 0.15 03 100 0
5001 0 0.15 0.15 04 100 0
5001 0 0.15 0.15 05 100 0
5001 0 0.15 0.15 06 100 0
5001 0 0.15 0.15 07 100 0
5001 0 0.15 0.15 08 100 0
5001 0 0.15 0.15 09 100 0
5001 0 0.15 0.15 10 100 0
5001 0 0.15 0.15 11 100 0
5001 0 0.15 0.15 12 100 0
5001 0 0.15 0.15 13 100 0
5001 0 0.15 0.15 14 100 0
5001 0 0.15 0.15 15 100 0
5001 0 0.15 0.15 16 100 0
5001 0 0.15 0.15 17 100 0
5001 0 0.15 0.15 18 100 0
5001 0 0.15 0.15 19 100 0
5001 0 0.15 0.15 20 100 0
5001 0 1.5 1.5 01 100 0
5001 0 1.5 1.5 02 100 0
5001 0 1.5 1.5 03 100 0
5001 0 1.5 1.5 04 100 0
5001 0 1.5 1.5 05 100 0
5001 0 1.5 1.5 06 100 0
5001 0 1.5 1.5 07 100 0
5001 0 1.5 1.5 08 100 0
5001 0 1.5 1.5 09 100 0
5001 0 1.5 1.5 10 100 0
5001 0 1.5 1.5 11 100 0
5001 0 1.5 1.5 12 100 0
5001 0 1.5 1.5 13 100 0
5001 0 1.5 1.5 14 100 0
5001 0 1.5 1.5 15 100 0
5001 0 1.5 1.5 16 100 0
5001 0 1.5 1.5 17 100 0
5001 0 1.5 1.5 18 100 0
5001 0 1.5 1.5 19 100 0
5001 0 1.5 1.5 20 100 0
5001 0 5 5 01 100 0
5001 0 5 5 02 100 0
5001 0 5 5 03 100 0
5001 0 5 5 04 100 0
5001 0 5 5 05 100 0
5001 0 5 5 06 100 0
5001 0 5 5 07 100 0
5001 0 5 5 08 100 0
5001 0 5 5 09 100 0
5001 0 5 5 10 100 0
5001 0 5 5 11 100 0
5001 0 5 5 12 100 0
5001 0 5 5 13 100 0
5001 0 5 5 14 100 0
5001 0 5 5 15 100 0
5001 0 5 5 16 100 0
5001 0 5 5 17 100 0
5001 0 5 5 18 100 0
5001 0 5 5 19 100 0
5001 0 5 5 20 100 0
5001 1 0.15 0.15 01 100 100
5001 1 0.15 0.15 02 100 99
5001 1 0.15 0.15 03 100 100
5001 1 0.15 0.15 04 100 100
5001 1 0.15 0.15 05 100 100
5001 1 0.15 0.15 06 100 100
5001 1 0.15 0.15 07 100 100
5001 1 0.15 0.15 08 100 100
5001 1 0.15 0.15 09 100 100
5001 1 0.15 0.15 10 100 100
5001 1 0.15 0.15 11 100 100
5001 1 0.15 0.15 12 100 100
5001 1 0.15 0.15 13 100 100
5001 1 0.15 0.15 14 100 100
5001 1 0.15 0.15 15 100 100
5001 1 0.15 0.15 16 100 100
5001 1 0.15 0.15 17 100 100
5001 1 0.15 0.15 18 100 100
5001 1 0.15 0.15 19 100 100
5001 1 0.15 0.15 20 100 100
5001 1 1.5 1.5 01 100 100
5001 1 1.5 1.5 02 100 100
5001 1 1.5 1.5 03 100 100
5001 1 1.5 1.5 04 100 100
5001 1 1.5 1.5 05 100 100
5001 1 1.5 1.5 06 100 100
5001 1 1.5 1.5 07 100 100
5001 1 1.5 1.5 08 100 100
5001 1 1.5 1.5 09 100 100
5001 1 1.5 1.5 10 100 100
5001 1 1.5 1.5 11 100 100
5001 1 1.5 1.5 12 100 100
5001 1 1.5 1.5 13 100 100
5001 1 1.5 1.5 14 100 100
5001 1 1.5 1.5 15 100 100
5001 1 1.5 1.5 16 100 100
5001 1 1.5 1.5 17 100 100
5001 1 1.5 1.5 18 100 100
5001 1 1.5 1.5 19 100 100
5001 1 1.5 1.5 20 100 99
5001 1 5 5 01 100 100
5001 1 5 5 02 100 100
5001 1 5 5 03 100 100
5001 1 5 5 04 100 100
5001 1 5 5 05 100 100
5001 1 5 5 06 100 100
5001 1 5 5 07 100 100
5001 1 5 5 08 100 100
5001 1 5 5 09 100 100
5001 1 5 5 10 100 100
5001 1 5 5 11 100 100
5001 1 5 5 12 100 100
5001 1 5 5 13 100 100
5001 1 5 5 14 100 100
5001 1 5 5 15 100 100
5001 1 5 5 16 100 100
5001 1 5 5 17 100 100
5001 1 5 5 18 100 99
5001 1 5 5 19 100 100
5001 1 5 5 20 100 100
5001 2 1.5 1.5 01 100 100
5001 2 1.5 1.5 02 100 100
5001 2 1.5 1.5 03 100 100
5001 2 1.5 1.5 04 100 100
5001 2 1.5 1.5 05 100 100
5001 2 1.5 1.5 06 100 100
5001 2 1.5 1.5 07 100 100
5001 2 1.5 1.5 08 100 100
5001 2 1.5 1.5 09 100 100
5001 2 1.5 1.5 10 100 100
5001 2 1.5 1.5 11 100 100
5001 2 1.5 1.5 12 100 100
5001 2 1.5 1.5 13 100 100
5001 2 1.5 1.5 14 100 100
5001 2 1.5 1.5 15 100 100
5001 2 1.5 1.5 16 100 100
5001 2 1.5 1.5 17 100 100
5001 2 1.5 1.5 18 100 100
5001 2 1.5 1.5 19 100 100
5001 2 1.5 1.5 20 100 100
5001 4 1.5 1.5 01 100 100
5001 4 1.5 1.5 02 100 100
5001 4 1.5 1.5 03 100 100
5001 4 1.5 1.5 04 100 100
5001 4 1.5 1.5 05 100 100
5001 4 1.5 1.5 06 100 100
5001 4 1.5 1.5 07 100 100
5001 4 1.5 1.5 08 100 100
5001 4 1.5 1.5 09 100 100
5001 4 1.5 1.5 10 100 100
5001 4 1.5 1.5 11 100 100
5001 4 1.5 1.5 12 100 100
5001 4 1.5 1.5 13 100 100
5001 4 1.5 1.5 14 100 100
5001 4 1.5 1.5 15 100 100
5001 4 1.5 1.5 16 100 100
5001 4 1.5 1.5 17 100 100
5001 4 1.5 1.5 18 100 100
5001 4 1.5 1.5 19 100 100
5001 4 1.5 1.5 20 100 100
2001 0.25 1.5 1.5 01 100 95
2001 0.25 1.5 1.5 02 100 100
2001 0.25 1.5 1.5 03 100 100
2001 0.25 1.5 1.5 04 100 100
2001 0.25 1.5 1.5 05 100 97
2001 0.25 1.5 1.5 06 100 94
2001 0.25 1.5 1.5 07 100 100
2001 0.25 1.5 1.5 08 100 92
2001 0.25 1.5 1.5 09 100 4
2001 0.25 1.5 1.5 10 100 100
