Replicate Speciation_rate Extinction_rate Ingroup-divergence/divergence-to-the-ingroup-ratio Number_of_leaves Generations Number_of_Genes Haploid_efective_population_size Global_substitution_rate Lineage_species_specific_rate_heterogeneity_gamma_shape Gene_family_locus_tree_specific_rate_heterogeneity_gamma_shape Individuals_per_species
012 0.00000069495650 0.00000038608630 0.2500 30 921415.200 500 364521.0 0.00000002341864 74.88375999999999522 4.4245140000 1
013 0.00000018912050 0.00000015073210 0.2500 30 770792.400 500 829193.0 0.00000001806160 3.19585300000000005 2.8715910000 1
014 0.00000027118470 0.00000024327560 0.2500 30 1441777.000 500 930265.0 0.00000006018243 50.56591999999999842 4.0756220000 1
015 0.00000016429300 0.00000014551730 0.2500 30 3851139.000 500 976592.0 0.00000012854790 2.13818200000000003 3.9779740000 1
016 0.00000018523110 0.00000011684060 0.2500 30 851611.300 500 805773.0 0.00000002864273 5.99228800000000028 7.9316550000 1
017 0.00000064044390 0.00000012050280 0.2500 30 1466856.000 500 677801.0 0.00000001456761 0.57403879999999996 3.1227040000 1
018 0.00000081255540 0.00000015925440 0.2500 30 2572441.000 500 945120.0 0.00000011160110 5.51525700000000008 5.5338450000 1
019 0.00000015525470 0.00000012481600 0.2500 30 1428177.000 500 890717.0 0.00000002231722 4.79074400000000011 4.6962520000 1
020 0.00000035740270 0.00000024453540 0.2500 30 4752073.000 500 182495.0 0.00000004005935 8.53212800000000016 2.4203730000 1
021 0.00000090938250 0.00000067012380 0.2500 30 9179894.000 500 981852.0 0.00000001793752 1.35870500000000005 3.5475310000 1
022 0.00000014632600 0.00000014005000 0.2500 30 3232608.000 500 568109.0 0.00000002430021 2.63685999999999998 3.1477380000 1
023 0.00000042931160 0.00000020706190 0.2500 30 691184.100 500 746643.0 0.00000005492514 10.32840999999999987 7.4997150000 1
024 0.00000032663860 0.00000013426430 0.2500 30 1151972.000 500 94526.0 0.00000003381614 22.86443999999999832 1.4106520000 1
025 0.00000031032360 0.00000014838950 0.2500 30 893280.300 500 894713.0 0.00000007564195 2.59312399999999998 2.5050080000 1
026 0.00000056967050 0.00000012749710 0.2500 30 2102954.000 500 87054.0 0.00000007961019 3.76850500000000022 2.3967630000 1
027 0.00000047299840 0.00000010514920 0.2500 30 1658987.000 500 727423.0 0.00000006199646 1.50131900000000007 2.4090750000 1
028 0.00000010683010 0.00000010339790 0.2500 30 1657555.000 500 98436.0 0.00000005207312 14.19557999999999964 13.3231200000 1
029 0.00000017571840 0.00000010553420 0.2500 30 4142495.000 500 698697.0 0.00000002292415 5.67857900000000004 5.3055900000 1
030 0.00000029709270 0.00000012438860 0.2500 30 1114760.000 500 171273.0 0.00000000942671 20.90700000000000003 8.6918600000 1
031 0.00000060220880 0.00000036676480 0.2500 30 1999379.000 500 79702.0 0.00000006820637 24.80605999999999867 10.1384000000 1
032 0.00000029454120 0.00000010419080 0.2500 30 2210904.000 500 121654.0 0.00000003667746 3.20455099999999993 4.2933230000 1
033 0.00000024417550 0.00000011755450 0.2500 30 2349341.000 500 291193.0 0.00000002076536 38.83905000000000030 13.0001300000 1
034 0.00000029762110 0.00000020154880 0.2500 30 1477736.000 500 627696.0 0.00000004384399 11.45919999999999916 3.6778320000 1
035 0.00000094302390 0.00000054785140 0.2500 30 816813.200 500 212799.0 0.00000013833140 1.70512799999999998 3.0586630000 1
036 0.00000098124350 0.00000031599900 0.2500 30 671790.300 500 301304.0 0.00000001332957 4.80340599999999984 2.5938480000 1
037 0.00000090763760 0.00000021494940 0.2500 30 729733.300 500 61652.0 0.00000001666359 14.39774000000000065 4.0005370000 1
038 0.00000029468040 0.00000012127300 0.2500 30 1385039.000 500 962616.0 0.00000003303745 10.60272999999999932 2.7255210000 1
039 0.00000028402690 0.00000019119400 0.2500 30 385410.400 500 850502.0 0.00000001972061 3.80308499999999983 3.3751010000 1
040 0.00000035916680 0.00000025903000 0.2500 30 3659862.000 500 559394.0 0.00000001708841 0.71410759999999995 3.8713580000 1
041 0.00000043324510 0.00000023725290 0.2500 30 855223.100 500 169844.0 0.00000002876005 25.90561999999999898 5.3858720000 1
042 0.00000027874060 0.00000017979490 0.2500 30 3174542.000 500 911004.0 0.00000003841884 3.85226800000000003 2.2492920000 1
043 0.00000050961030 0.00000016245400 0.2500 30 1591229.000 500 549378.0 0.00000003904865 0.92724750000000000 2.8168080000 1
044 0.00000010103110 0.00000010097200 0.2500 30 1899476.000 500 49664.0 0.00000004488675 52.41411000000000087 12.7749400000 1
045 0.00000094103110 0.00000032711310 0.2500 30 2220399.000 500 97509.0 0.00000002328037 10.24532999999999916 2.7612770000 1
046 0.00000039055200 0.00000030411680 0.2500 30 359981.900 500 238433.0 0.00000002502325 10.33266000000000062 19.7333100000 1
047 0.00000027521250 0.00000015845790 0.2500 30 1468781.000 500 742556.0 0.00000001403976 4.03208099999999980 2.2418440000 1
048 0.00000016656810 0.00000011474270 0.2500 30 10920650.000 500 155895.0 0.00000008258048 40.67244999999999777 4.4357070000 1
049 0.00000075295270 0.00000018342000 0.2500 30 2362349.000 500 50654.0 0.00000005030133 6.55324500000000043 7.2791590000 1
050 0.00000013267190 0.00000010022070 0.2500 30 536747.600 500 770672.0 0.00000001299741 1.77271599999999996 7.9670470000 1
051 0.00000014868790 0.00000012385450 0.2500 30 699579.000 500 426222.0 0.00000003565760 1.19015300000000002 2.6992780000 1
052 0.00000014506310 0.00000011126700 0.2500 30 11450450.000 500 716891.0 0.00000003825321 5.45502399999999987 5.7834000000 1
053 0.00000020210920 0.00000016219550 0.2500 30 792755.400 500 650488.0 0.00000005735181 1.04907900000000009 4.6257960000 1
054 0.00000025805210 0.00000023249400 0.2500 30 1562482.000 500 324028.0 0.00000002111015 2.50627099999999992 4.2102750000 1
055 0.00000015602710 0.00000012406080 0.2500 30 1115978.000 500 991373.0 0.00000011858260 2.53917800000000016 2.6187120000 1
056 0.00000018382150 0.00000010788280 0.2500 30 10978740.000 500 493574.0 0.00000002197280 2.17249900000000018 2.1274360000 1
057 0.00000058766500 0.00000038919360 0.2500 30 10200950.000 500 632805.0 0.00000002127031 2.95824700000000007 6.4218620000 1
058 0.00000031650720 0.00000014677760 0.2500 30 1009101.000 500 171726.0 0.00000006240999 1.84651800000000010 1.2068350000 1
059 0.00000028727850 0.00000018045040 0.2500 30 1540759.000 500 100291.0 0.00000005903774 4.13238500000000020 2.9469240000 1
060 0.00000038182740 0.00000028547350 0.2500 30 2526523.000 500 395198.0 0.00000003768006 13.69785000000000075 16.0201500000 1
061 0.00000098053140 0.00000045999710 0.2500 30 767927.300 500 273932.0 0.00000006015502 1.40075100000000008 17.5370500000 1
062 0.00000023938840 0.00000016457150 0.2500 30 1956849.000 500 424423.0 0.00000004655177 0.92656709999999998 5.5817500000 1
063 0.00000058466670 0.00000014886260 0.2500 30 688971.400 500 92852.0 0.00000006311555 1.27926199999999990 3.4678430000 1
064 0.00000014099710 0.00000014080550 0.2500 30 879056.300 500 786697.0 0.00000005287103 11.00178999999999974 2.6920460000 1
065 0.00000096898010 0.00000075987750 0.2500 30 1572674.000 500 145886.0 0.00000002263673 11.00329999999999941 4.0598170000 1
066 0.00000088591410 0.00000055569880 0.2500 30 1336846.000 500 181124.0 0.00000001350406 3.44392399999999999 5.8785970000 1
067 0.00000030504360 0.00000012410850 0.2500 30 1052966.000 500 111607.0 0.00000003556307 3.84358200000000005 7.4976870000 1
068 0.00000099218150 0.00000022004820 0.2500 30 2095263.000 500 946537.0 0.00000003327966 0.72771140000000001 2.5720580000 1
069 0.00000038052140 0.00000014515470 0.2500 30 2542764.000 500 111648.0 0.00000002757756 1.60227300000000006 10.3339900000 1
070 0.00000022341400 0.00000010342170 0.2500 30 764774.500 500 77523.0 0.00000006845893 1.48683399999999999 3.3604380000 1
071 0.00000011455450 0.00000010653260 0.2500 30 1590021.000 500 452718.0 0.00000003930294 0.80399730000000003 5.1760550000 1
072 0.00000056839440 0.00000013238980 0.2500 30 10813760.000 500 945890.0 0.00000001520963 1.93058700000000005 1.6562160000 1
073 0.00000012841330 0.00000010263130 0.2500 30 3025309.000 500 932561.0 0.00000006638535 7.57614900000000002 1.9578370000 1
074 0.00000041300470 0.00000027472750 0.2500 30 608179.700 500 689854.0 0.00000004560984 4.31806499999999982 12.4208300000 1
075 0.00000065654540 0.00000049163330 0.2500 30 2829614.000 500 723525.0 0.00000002794462 4.44280700000000017 3.1432120000 1
076 0.00000034365830 0.00000012786500 0.2500 30 1744024.000 500 295217.0 0.00000002758347 1.89707899999999996 4.7120800000 1
077 0.00000061608140 0.00000051422460 0.2500 30 1103914.000 500 364097.0 0.00000003053751 19.19421000000000177 3.9680300000 1
078 0.00000029003020 0.00000022580850 0.2500 30 2947502.000 500 228951.0 0.00000004245292 10.93418999999999919 36.1853200000 1
079 0.00000031873230 0.00000029577570 0.2500 30 1246894.000 500 164477.0 0.00000012491870 2.44527699999999992 11.2812600000 1
080 0.00000011295670 0.00000010561430 0.2500 30 4538143.000 500 788174.0 0.00000003613676 1.64938699999999994 3.9722870000 1
081 0.00000028347290 0.00000015121600 0.2500 30 2190976.000 500 205979.0 0.00000005781531 30.84581999999999979 5.0293870000 1
082 0.00000031308520 0.00000012375090 0.2500 30 2057128.000 500 668608.0 0.00000004883377 23.31741999999999848 2.9641680000 1
083 0.00000070874610 0.00000052480600 0.2500 30 925885.500 500 239138.0 0.00000020678270 9.04835500000000081 4.6459380000 1
084 0.00000020044240 0.00000017753310 0.2500 30 4194873.000 500 663170.0 0.00000002914519 7.25349999999999984 11.7679800000 1
085 0.00000025456610 0.00000012496060 0.2500 30 578912.400 500 900035.0 0.00000008443463 14.55338000000000065 5.6678990000 1
086 0.00000023683250 0.00000018320740 0.2500 30 1317275.000 500 659152.0 0.00000002293123 3.27297500000000019 1.9672020000 1
087 0.00000060447730 0.00000019511820 0.2500 30 1913375.000 500 965858.0 0.00000003666788 1.00749200000000005 3.7915770000 1
088 0.00000031408450 0.00000022529420 0.2500 30 1479716.000 500 679557.0 0.00000001429073 10.97528999999999932 2.5127960000 1
089 0.00000094701100 0.00000023057370 0.2500 30 7093627.000 500 462174.0 0.00000001852149 9.42244200000000021 3.3268890000 1
090 0.00000064811220 0.00000016608140 0.2500 30 1303796.000 500 208472.0 0.00000003352645 0.37712010000000001 17.6288000000 1
091 0.00000058068780 0.00000051551250 0.2500 30 4194393.000 500 388759.0 0.00000002334473 3.22898199999999980 7.3808500000 1
092 0.00000080033510 0.00000068072410 0.2500 30 703096.600 500 590735.0 0.00000001869391 1.56128500000000003 14.2816200000 1
093 0.00000080864440 0.00000080590450 0.2500 30 933309.300 500 71087.0 0.00000009226188 7.44843200000000039 4.2253730000 1
094 0.00000010742610 0.00000010510220 0.2500 30 613698.000 500 287414.0 0.00000003793805 1.46282200000000007 5.0861440000 1
095 0.00000019160250 0.00000010328650 0.2500 30 516949.700 500 824519.0 0.00000004019407 5.66427200000000042 4.3616510000 1
096 0.00000043129840 0.00000025858520 0.2500 30 2845137.000 500 323250.0 0.00000004988965 12.99621999999999922 4.8533960000 1
097 0.00000038954130 0.00000028685680 0.2500 30 2321184.000 500 170242.0 0.00000003556927 1.17457699999999998 3.0105020000 1
098 0.00000014960690 0.00000010052310 0.2500 30 8406166.000 500 100484.0 0.00000004623844 4.38679299999999994 2.9485770000 1
099 0.00000020708820 0.00000019846480 0.2500 30 1501345.000 500 528793.0 0.00000004452101 15.12114000000000047 3.1335300000 1
100 0.00000067497320 0.00000015251400 0.2500 30 3227138.000 500 991891.0 0.00000001391650 1.61598400000000009 16.7703400000 1
001 0.00000022126670 0.00000016087900 0.5000 30 1610937.000 500 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000076297150 0.00000057795920 0.5000 30 2324831.000 500 736315.0 0.00000004465829 7.34361399999999964 3.8990870000 1
003 0.00000010205960 0.00000010138710 0.5000 30 5156199.000 500 908623.0 0.00000000952349 12.02422999999999931 4.0943080000 1
004 0.00000024862870 0.00000020102720 0.5000 30 7319277.000 500 626779.0 0.00000001287335 2.08198799999999995 8.2098190000 1
005 0.00000056286600 0.00000055970860 0.5000 30 785789.400 500 134848.0 0.00000002878317 13.97611999999999988 6.1054770000 1
006 0.00000044374020 0.00000023948470 0.5000 30 2940287.000 500 505012.0 0.00000002315405 2.72937800000000008 9.9694060000 1
007 0.00000045036620 0.00000032636770 0.5000 30 634738.400 500 375401.0 0.00000003661550 4.01191899999999979 8.5483440000 1
008 0.00000012344920 0.00000011567460 0.5000 30 709226.100 500 125585.0 0.00000004372134 3.15852500000000003 16.5921800000 1
009 0.00000012216050 0.00000010793310 0.5000 30 940384.900 500 388772.0 0.00000004571306 2.33507400000000009 1.6283210000 1
010 0.00000017749710 0.00000014938200 0.5000 30 2492981.000 500 434453.0 0.00000001830512 2.68569699999999978 1.9801550000 1
011 0.00000072262820 0.00000055807440 0.5000 30 2999673.000 500 982505.0 0.00000002177541 11.75014000000000003 2.7957220000 1
012 0.00000075384790 0.00000029871360 0.5000 30 1090369.000 500 973637.0 0.00000000965938 19.98192999999999842 1.3351080000 1
013 0.00000010472590 0.00000010381580 0.5000 30 7935389.000 500 243520.0 0.00000005052258 0.45103559999999998 8.7736110000 1
014 0.00000018094620 0.00000010100380 0.5000 30 8645836.000 500 284595.0 0.00000003023766 2.83294399999999991 5.9279450000 1
015 0.00000062318360 0.00000017290820 0.5000 30 4452954.000 500 643233.0 0.00000011095270 9.21882199999999941 2.3762860000 1
016 0.00000037176450 0.00000034638640 0.5000 30 1375795.000 500 918620.0 0.00000005645773 8.89223400000000019 4.7110090000 1
017 0.00000015132700 0.00000014374270 0.5000 30 3772908.000 500 221052.0 0.00000001400970 2.48379899999999987 6.2883260000 1
018 0.00000011488500 0.00000010110820 0.5000 30 899667.300 500 472963.0 0.00000001293807 5.93613099999999960 5.8346990000 1
019 0.00000012332810 0.00000011533820 0.5000 30 9249239.000 500 662557.0 0.00000003055543 8.99695099999999925 5.6825710000 1
020 0.00000094798230 0.00000025606480 0.5000 30 5244294.000 500 178394.0 0.00000005504961 5.09829600000000038 2.6947010000 1
021 0.00000044976050 0.00000017494340 0.5000 30 8138236.000 500 966651.0 0.00000004700239 3.38541399999999992 2.2486750000 1
022 0.00000019455620 0.00000011935120 0.5000 30 2482963.000 500 68966.0 0.00000003816462 3.35944500000000001 3.8812400000 1
023 0.00000031543790 0.00000011821350 0.5000 30 323067.300 500 964191.0 0.00000002046648 3.23735799999999996 6.9518410000 1
024 0.00000022089540 0.00000018729900 0.5000 30 1169067.000 500 186779.0 0.00000001098206 2.19292800000000021 5.1321370000 1
025 0.00000054782360 0.00000019800150 0.5000 30 4269500.000 500 983528.0 0.00000011086380 1.14915300000000009 4.4404820000 1
026 0.00000034496100 0.00000028154320 0.5000 30 1557368.000 500 190621.0 0.00000003318696 14.81797000000000075 3.1831650000 1
027 0.00000016723340 0.00000015465350 0.5000 30 597882.500 500 406370.0 0.00000004086891 7.16644799999999993 12.0750100000 1
028 0.00000065115200 0.00000014319050 0.5000 30 590509.200 500 586284.0 0.00000002612652 0.75284669999999998 1.5515110000 1
029 0.00000048303740 0.00000018145730 0.5000 30 1816853.000 500 87667.0 0.00000002347116 3.21125600000000011 2.9365350000 1
030 0.00000020957830 0.00000011451580 0.5000 30 828765.500 500 188000.0 0.00000001198868 11.37761000000000067 4.8463850000 1
031 0.00000060698270 0.00000013212430 0.5000 30 709224.800 500 107340.0 0.00000002100509 1.03728599999999993 6.2688990000 1
032 0.00000032086120 0.00000014823720 0.5000 30 790409.400 500 913616.0 0.00000009014895 4.68861099999999986 1.8336610000 1
033 0.00000059964610 0.00000022200510 0.5000 30 1613776.000 500 277560.0 0.00000000809631 5.41387899999999966 5.3833630000 1
034 0.00000040125820 0.00000020470090 0.5000 30 3384585.000 500 537265.0 0.00000001533326 7.29343900000000023 3.7531390000 1
035 0.00000074787620 0.00000012235490 0.5000 30 4051037.000 500 302836.0 0.00000003394989 0.50971089999999997 5.2575770000 1
036 0.00000056299000 0.00000012426090 0.5000 30 740848.700 500 698454.0 0.00000002088941 8.27158499999999997 6.4407660000 1
037 0.00000029189110 0.00000010255740 0.5000 30 8964319.000 500 420758.0 0.00000006583107 2.67893200000000009 1.5944110000 1
038 0.00000027858410 0.00000021993040 0.5000 30 9560155.000 500 526760.0 0.00000001415372 10.80128000000000021 6.5770370000 1
039 0.00000034710900 0.00000022885370 0.5000 30 1188869.000 500 894522.0 0.00000004764620 3.10612200000000005 1.3861790000 1
040 0.00000012788310 0.00000012377660 0.5000 30 1121497.000 500 97210.0 0.00000001116677 2.60813700000000015 5.7114250000 1
041 0.00000019755700 0.00000017436560 0.5000 30 291396.800 500 899622.0 0.00000003759304 2.86877499999999985 1.3636020000 1
042 0.00000077557780 0.00000010632100 0.5000 30 2142856.000 500 118670.0 0.00000000942529 2.68462699999999987 10.6377000000 1
043 0.00000047238530 0.00000042641800 0.5000 30 3648854.000 500 366334.0 0.00000002041684 8.60006199999999943 1.4629090000 1
044 0.00000014120190 0.00000010596650 0.5000 30 495442.500 500 976027.0 0.00000006216419 4.14826400000000017 4.6489140000 1
045 0.00000011367590 0.00000010827700 0.5000 30 1218997.000 500 848222.0 0.00000001123767 1.79209100000000010 2.6265380000 1
046 0.00000053112200 0.00000031563550 0.5000 30 1927260.000 500 350023.0 0.00000011966350 13.12195000000000000 1.6407020000 1
047 0.00000019591340 0.00000012046460 0.5000 30 379342.700 500 505863.0 0.00000001732637 2.13276200000000005 4.6542990000 1
048 0.00000018018200 0.00000013697140 0.5000 30 3769281.000 500 932906.0 0.00000003679930 8.07999599999999951 12.7014000000 1
049 0.00000024798540 0.00000012126610 0.5000 30 560612.500 500 577097.0 0.00000001743932 11.49005999999999972 1.9169960000 1
050 0.00000011573430 0.00000010463170 0.5000 30 1510300.000 500 656757.0 0.00000008196319 2.23316999999999988 6.8927540000 1
051 0.00000044322240 0.00000015588510 0.5000 30 839009.200 500 956687.0 0.00000005114307 0.92894440000000000 2.8252370000 1
052 0.00000010930240 0.00000010752360 0.5000 30 1163239.000 500 221025.0 0.00000009665119 10.12418000000000085 3.2338200000 1
053 0.00000023020880 0.00000015732570 0.5000 30 2139287.000 500 683143.0 0.00000002241119 3.76498899999999992 4.9037830000 1
054 0.00000084918720 0.00000017421690 0.5000 30 639054.100 500 981684.0 0.00000003657917 2.03714199999999979 6.8793040000 1
055 0.00000035141140 0.00000029462820 0.5000 30 54414.750 500 849650.0 0.00000003402434 5.37668799999999969 3.0450570000 1
056 0.00000026134520 0.00000023638970 0.5000 30 3234775.000 500 563318.0 0.00000003134166 4.21642100000000042 3.1361940000 1
057 0.00000018998350 0.00000011027380 0.5000 30 1313662.000 500 559029.0 0.00000001036380 0.46996120000000002 2.6546030000 1
058 0.00000034117370 0.00000015101930 0.5000 30 4952787.000 500 485045.0 0.00000003430691 18.20810000000000173 6.9110190000 1
059 0.00000025909430 0.00000019051780 0.5000 30 673622.300 500 609032.0 0.00000001730701 7.83431999999999995 3.5674180000 1
060 0.00000082566350 0.00000019810910 0.5000 30 1974954.000 500 964769.0 0.00000004730836 2.75765800000000016 30.3083600000 1
061 0.00000085949010 0.00000052546440 0.5000 30 276198.200 500 524171.0 0.00000002247213 3.18862600000000018 3.1054180000 1
062 0.00000090162660 0.00000049328210 0.5000 30 1845054.000 500 809496.0 0.00000004567660 20.28647000000000133 2.2537950000 1
063 0.00000018672070 0.00000011011390 0.5000 30 486549.700 500 742415.0 0.00000005502201 2.07790400000000020 3.6214240000 1
064 0.00000012364910 0.00000011082740 0.5000 30 1582260.000 500 636531.0 0.00000004304637 10.22625000000000028 7.6165240000 1
065 0.00000085801060 0.00000038879040 0.5000 30 2539886.000 500 843104.0 0.00000001417296 6.94255200000000006 2.8347670000 1
066 0.00000079161740 0.00000035586360 0.5000 30 6612635.000 500 932241.0 0.00000000847649 2.23862199999999989 11.7282600000 1
067 0.00000077468570 0.00000055581590 0.5000 30 1884000.000 500 835428.0 0.00000004084095 3.73207399999999989 7.9684300000 1
068 0.00000025935400 0.00000019294050 0.5000 30 314958.700 500 567920.0 0.00000002753479 0.59663370000000004 5.2346830000 1
069 0.00000093969110 0.00000088524090 0.5000 30 4387582.000 500 673821.0 0.00000004656612 14.73893999999999949 2.7922780000 1
070 0.00000041403020 0.00000028671770 0.5000 30 2809424.000 500 101135.0 0.00000002918994 4.33156699999999972 5.7751620000 1
071 0.00000070886720 0.00000042208100 0.5000 30 1054734.000 500 840424.0 0.00000003466240 5.23548800000000014 1.5743530000 1
072 0.00000018364020 0.00000014107920 0.5000 30 354923.600 500 80472.0 0.00000001687561 5.17753700000000006 2.4551570000 1
073 0.00000095031210 0.00000017791610 0.5000 30 1122278.000 500 715067.0 0.00000003863835 2.97668400000000011 5.0639810000 1
074 0.00000042218690 0.00000015327410 0.5000 30 1872114.000 500 556297.0 0.00000001308032 4.28814100000000042 20.4285100000 1
075 0.00000011865470 0.00000011251460 0.5000 30 4134240.000 500 917681.0 0.00000004484931 0.94329669999999999 9.5008600000 1
076 0.00000033386900 0.00000032067150 0.5000 30 778963.100 500 487026.0 0.00000003841583 5.78292200000000012 6.6837770000 1
077 0.00000026241650 0.00000016256810 0.5000 30 608844.000 500 611914.0 0.00000004571919 5.77869800000000033 2.0508910000 1
078 0.00000028410170 0.00000023785430 0.5000 30 1307786.000 500 263660.0 0.00000004546050 4.94036399999999976 1.4769630000 1
079 0.00000050891530 0.00000018203010 0.5000 30 1137061.000 500 153193.0 0.00000002326032 22.68188999999999922 3.1992310000 1
080 0.00000096997790 0.00000076031290 0.5000 30 1211596.000 500 784024.0 0.00000005710561 0.86414849999999999 2.1962850000 1
081 0.00000015280130 0.00000010255690 0.5000 30 5741127.000 500 367125.0 0.00000002682817 3.10541100000000014 4.5808770000 1
082 0.00000012198660 0.00000011920630 0.5000 30 3137627.000 500 110370.0 0.00000001906878 0.82056890000000005 5.7919330000 1
083 0.00000043963420 0.00000015247460 0.5000 30 1737795.000 500 632763.0 0.00000005067241 5.93282299999999996 8.1052240000 1
084 0.00000033940740 0.00000015067260 0.5000 30 526734.500 500 129717.0 0.00000004987445 14.87712999999999930 2.9537030000 1
085 0.00000038969520 0.00000022807330 0.5000 30 12811490.000 500 537368.0 0.00000003062206 5.01145100000000010 6.9879890000 1
086 0.00000012538750 0.00000010519730 0.5000 30 2096118.000 500 19067.0 0.00000001206810 21.79620999999999853 22.5284600000 1
087 0.00000010239420 0.00000010106090 0.5000 30 341171.900 500 31874.0 0.00000006744844 1.55113900000000005 4.4495690000 1
088 0.00000016237540 0.00000010088510 0.5000 30 547000.700 500 619537.0 0.00000000991097 12.31122000000000050 5.0311190000 1
089 0.00000068682160 0.00000013592410 0.5000 30 563365.900 500 335827.0 0.00000005880778 9.43040700000000065 4.9146980000 1
090 0.00000017474100 0.00000010526080 0.5000 30 4057264.000 500 414202.0 0.00000001589116 2.16552100000000003 0.8796798000 1
091 0.00000046660220 0.00000014330080 0.5000 30 729608.000 500 774106.0 0.00000004818218 4.78184699999999996 2.2343460000 1
092 0.00000077664890 0.00000029897250 0.5000 30 1142309.000 500 318817.0 0.00000003195282 1.27220800000000001 8.1040020000 1
093 0.00000080981370 0.00000030208880 0.5000 30 2189156.000 500 583139.0 0.00000007517833 6.61926500000000040 13.2360900000 1
094 0.00000037842930 0.00000011332520 0.5000 30 3806600.000 500 742605.0 0.00000006819483 1.03924100000000008 8.2564280000 1
095 0.00000018135530 0.00000011442110 0.5000 30 1565384.000 500 150479.0 0.00000002753101 4.19982800000000012 3.0183830000 1
096 0.00000048847710 0.00000012537250 0.5000 30 874590.100 500 260227.0 0.00000000628688 0.74635280000000004 5.2409920000 1
097 0.00000039259940 0.00000016588020 0.5000 30 1079187.000 500 180671.0 0.00000004655670 2.76779000000000019 4.0921640000 1
098 0.00000028877900 0.00000024982050 0.5000 30 976862.000 500 381549.0 0.00000007664831 5.30963999999999992 3.1254910000 1
099 0.00000074978280 0.00000033386550 0.5000 30 1353147.000 500 198044.0 0.00000002335213 25.95589999999999975 6.8446550000 1
100 0.00000013988300 0.00000010156440 0.5000 30 768464.200 500 269596.0 0.00000002001993 31.37867999999999924 6.8107050000 1
001 0.00000022126670 0.00000016087900 0 30 1610937.000 500 414467.0 0.00000005252273 0.68272440000000001 5.9870380000 1
002 0.00000012498600 0.00000010105390 0 30 3843821.000 500 339228.0 0.00000001200435 0.68532590000000004 11.8189400000 1
003 0.00000078826730 0.00000057745070 0 30 1452368.000 500 305454.0 0.00000000743872 3.03641700000000014 2.2747990000 1
004 0.00000028942140 0.00000013364610 0 30 947580.100 500 231807.0 0.00000002803050 1.20152600000000009 2.3397020000 1
005 0.00000015261360 0.00000010746770 0 30 1571565.000 500 458250.0 0.00000002364597 0.20666780000000001 3.1120430000 1
006 0.00000077062990 0.00000061211420 0 30 649724.300 500 719226.0 0.00000003192404 1.50757500000000011 5.6094120000 1
007 0.00000047548310 0.00000014288220 0 30 6914066.000 500 339738.0 0.00000004778889 0.40033479999999999 1.0611690000 1
008 0.00000099690250 0.00000040857570 0 30 3107333.000 500 314369.0 0.00000003800344 4.14183300000000010 8.1326160000 1
009 0.00000050485620 0.00000017526300 0 30 2049711.000 500 694360.0 0.00000002323206 1.81643400000000010 21.5272500000 1
010 0.00000025528990 0.00000015785220 0 30 1877467.000 500 205656.0 0.00000001226013 0.82953140000000003 2.0554870000 1
011 0.00000014881490 0.00000010268810 0 30 666486.300 500 431106.0 0.00000000900037 2.32444000000000006 1.2998700000 1
012 0.00000031893300 0.00000023808820 0 30 2712084.000 500 694002.0 0.00000003196574 0.35022189999999997 7.6210510000 1
013 0.00000067927140 0.00000022471200 0 30 537320.200 500 180421.0 0.00000002173072 10.11947999999999936 5.8240470000 1
014 0.00000058950390 0.00000018748580 0 30 1581014.000 500 482820.0 0.00000002644734 0.72109170000000000 7.4713490000 1
015 0.00000022565990 0.00000015705920 0 30 11820850.000 500 164441.0 0.00000003456535 0.50554589999999999 2.6109740000 1
016 0.00000048681770 0.00000036690100 0 30 6033870.000 500 913082.0 0.00000000561998 0.89876849999999997 5.2590510000 1
017 0.00000053676030 0.00000023009820 0 30 6281619.000 500 753964.0 0.00000004322615 1.08751299999999995 2.6929000000 1
018 0.00000085658250 0.00000059237460 0 30 1500821.000 500 963999.0 0.00000003704958 3.38961999999999986 10.2418800000 1
019 0.00000035094230 0.00000022686940 0 30 912791.200 500 446355.0 0.00000006352329 0.22467039999999999 9.3345640000 1
020 0.00000044811020 0.00000010393900 0 30 2182552.000 500 299337.0 0.00000002323537 2.26843899999999987 3.4393170000 1
021 0.00000010162840 0.00000010150020 0 30 32735170.000 500 669587.0 0.00000008244615 1.94928400000000002 4.5408040000 1
022 0.00000043284920 0.00000011894580 0 30 5783362.000 500 816784.0 0.00000003004483 6.48100699999999996 1.9049250000 1
023 0.00000032154990 0.00000023388700 0 30 3826678.000 500 99849.0 0.00000024191390 1.29024000000000005 13.9971700000 1
024 0.00000083280170 0.00000012843280 0 30 613312.300 500 442931.0 0.00000002696340 1.76646900000000007 5.2193910000 1
025 0.00000022228800 0.00000020187770 0 30 2009474.000 500 209127.0 0.00000001060571 1.10192399999999990 6.5725750000 1
026 0.00000019919810 0.00000013743520 0 30 1231593.000 500 206245.0 0.00000005017014 0.31221050000000000 7.0534070000 1
027 0.00000064725780 0.00000026682030 0 30 2636426.000 500 147864.0 0.00000001207590 0.79452990000000001 24.4214800000 1
028 0.00000022480010 0.00000011964150 0 30 281035.200 500 37111.0 0.00000001878730 0.49291340000000000 11.0058600000 1
029 0.00000049648600 0.00000021388880 0 30 565801.600 500 47483.0 0.00000004864553 1.91406800000000010 1.0991200000 1
