Replicate Speciation_rate Extinction_rate Ingroup-divergence/divergence-to-the-ingroup-ratio Number_of_leaves Generations Number_of_Genes Haploid_efective_population_size Global_substitution_rate Lineage_species_specific_rate_heterogeneity_gamma_shape Gene_family_locus_tree_specific_rate_heterogeneity_gamma_shape Individuals_per_species
020 0.00000077718890 0.00000020732110 0.5000 2000 3366483.000 100 229132.0 0.00000005460865 7.76196000000000019 2.0864370000 1
001 0.00000022126670 0.00000016087900 0 2000 7867149.000 100 414467.0 0.00000005252273 0.68272440000000001 5.9870380000 1
002 0.00000012371490 0.00000011726220 0 2000 1802554.000 100 584124.0 0.00000003544909 0.74705820000000001 0.8218182000 1
003 0.00000066018440 0.00000029491910 0 2000 3217464.000 100 718319.0 0.00000003926588 1.49049100000000001 2.8660440000 1
004 0.00000036079360 0.00000029014080 0 2000 9777900.000 100 87620.0 0.00000004380042 0.88475510000000002 7.1013910000 1
005 0.00000014562750 0.00000012453710 0 2000 9256703.000 100 242144.0 0.00000004362987 2.72358399999999978 19.8228900000 1
006 0.00000014435590 0.00000011278310 0 2000 3861738.000 100 368502.0 0.00000006216054 0.81684900000000005 3.5166390000 1
007 0.00000024334090 0.00000015767860 0 2000 54911940.000 100 783913.0 0.00000004905881 2.50480599999999987 5.0215500000 1
008 0.00000017694110 0.00000016810150 0 2000 19319720.000 100 237840.0 0.00000009456262 3.03889800000000010 3.0427740000 1
009 0.00000022264030 0.00000016754360 0 2000 9526781.000 100 196262.0 0.00000004875429 0.54753649999999998 2.9927920000 1
010 0.00000045026660 0.00000017184540 0 2000 1623079.000 100 315592.0 0.00000004052403 1.43836199999999992 7.3118710000 1
011 0.00000027324460 0.00000025345060 0 2000 2571962.000 100 922402.0 0.00000001421660 0.23282000000000000 4.0962460000 1
012 0.00000025980140 0.00000016397340 0 2000 1094032.000 100 61345.0 0.00000004656468 0.74311010000000000 3.5406770000 1
013 0.00000023065040 0.00000018709970 0 2000 73550350.000 100 278199.0 0.00000002196248 0.46924519999999997 13.9346800000 1
014 0.00000012323640 0.00000011488300 0 2000 63349010.000 100 336790.0 0.00000012319980 0.54847290000000004 2.6715690000 1
015 0.00000028214140 0.00000013621670 0 2000 2543348.000 100 904956.0 0.00000003562850 0.67906770000000005 7.7152670000 1
016 0.00000086905990 0.00000034617160 0 2000 8454307.000 100 45465.0 0.00000003260970 6.61143600000000031 12.6956200000 1
017 0.00000065849790 0.00000010871720 0 2000 3653692.000 100 22779.0 0.00000000330518 0.22948969999999999 2.8274520000 1
018 0.00000090736830 0.00000036840990 0 2000 12918350.000 100 52442.0 0.00000009880927 0.59922640000000005 13.4357800000 1
019 0.00000016199670 0.00000011049540 0 2000 5697096.000 100 137275.0 0.00000002213520 2.04173999999999989 3.3108770000 1
020 0.00000068334430 0.00000023757060 0 2000 10126580.000 100 319005.0 0.00000004270572 0.85061989999999998 1.9765720000 1
001 0.00000022126670 0.00000016087900 0 2000 7867149.000 100 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000071381080 0.00000050653860 0 2000 33380440.000 100 798435.0 0.00000009651464 6.44624099999999967 0.5438759000 1
003 0.00000010144230 0.00000010135330 0 2000 9763634.000 100 139928.0 0.00000001605009 2.22383299999999995 4.7210360000 1
004 0.00000043020470 0.00000022276020 0 2000 2537090.000 100 171723.0 0.00000003485111 9.85191599999999923 6.6181700000 1
005 0.00000034690630 0.00000026567300 0 2000 5678296.000 100 493420.0 0.00000001722907 1.55178100000000008 6.4520490000 1
006 0.00000022772040 0.00000018052630 0 2000 10412090.000 100 630007.0 0.00000002295849 17.04119000000000028 3.3724700000 1
007 0.00000037168940 0.00000030479800 0 2000 34115370.000 100 442990.0 0.00000005742353 8.82258500000000012 4.3137830000 1
008 0.00000038552870 0.00000013787350 0 2000 21186890.000 100 349467.0 0.00000001522759 3.90561600000000020 4.4133590000 1
009 0.00000021728690 0.00000021226150 0 2000 2706733.000 100 705666.0 0.00000001375148 13.89877000000000073 4.9261110000 1
010 0.00000022160520 0.00000014321580 0 2000 6355731.000 100 68668.0 0.00000001453882 2.39099100000000009 6.4922850000 1
011 0.00000081875610 0.00000024665890 0 2000 13636450.000 100 27913.0 0.00000000985853 2.26085100000000017 3.6275290000 1
012 0.00000087588220 0.00000014397430 0 2000 23437110.000 100 563330.0 0.00000005952460 1.83204799999999990 7.7598720000 1
013 0.00000085576330 0.00000014859930 0 2000 5182323.000 100 551195.0 0.00000002424074 23.55629000000000062 4.1314250000 1
014 0.00000096834480 0.00000076170800 0 2000 35779940.000 100 604020.0 0.00000001223391 14.36040000000000028 9.7509670000 1
015 0.00000020001490 0.00000019819230 0 2000 11446940.000 100 798645.0 0.00000009382354 2.59758099999999992 13.8752900000 1
016 0.00000033139080 0.00000021602340 0 2000 18271850.000 100 870239.0 0.00000007574728 9.31706400000000023 5.8894450000 1
017 0.00000044503070 0.00000036366190 0 2000 6797936.000 100 311166.0 0.00000015676170 5.02433200000000024 3.5643330000 1
018 0.00000023323610 0.00000016904900 0 2000 5159383.000 100 221563.0 0.00000005307494 7.44907499999999967 3.9545930000 1
019 0.00000078589310 0.00000014866540 0 2000 858669.300 100 812673.0 0.00000002936131 5.60062000000000015 2.3168800000 1
020 0.00000020113450 0.00000011266150 0 2000 1685275.000 100 919437.0 0.00000002155454 7.38216400000000039 2.0039910000 1
001 0.00000022126670 0.00000016087900 0 2000 7867149.000 100 414467.0 0.00000005252273 87.21147999999999456 5.9870380000 1
002 0.00000087336480 0.00000027451430 0 2000 10874380.000 100 742557.0 0.00000004164837 160.43799999999998818 6.8606360000 1
003 0.00000044488450 0.00000043020510 0 2000 8610415.000 100 923443.0 0.00000007056222 35.96853999999999729 4.7932450000 1
004 0.00000020510600 0.00000013183330 0 2000 5288741.000 100 454796.0 0.00000001987202 361.25279999999997926 3.7156100000 1
005 0.00000019097680 0.00000014478460 0 2000 8024178.000 100 387540.0 0.00000001841132 112.31719999999999970 1.2993590000 1
006 0.00000011990700 0.00000010363510 0 2000 12073450.000 100 719643.0 0.00000003197277 48.70815000000000339 10.9336700000 1
007 0.00000017194060 0.00000010485920 0 2000 22412130.000 100 576591.0 0.00000007167985 170.03419999999999845 3.8875550000 1
008 0.00000098213680 0.00000018551630 0 2000 2156269.000 100 32208.0 0.00000004274762 396.26280000000002701 3.5648370000 1
009 0.00000026464340 0.00000010061130 0 2000 2648093.000 100 349824.0 0.00000005722099 197.23449999999999704 14.2174200000 1
010 0.00000062279380 0.00000010716910 0 2000 2376094.000 100 247180.0 0.00000002969833 207.98109999999999786 13.5369100000 1
011 0.00000031575400 0.00000010124430 0 2000 3205546.000 100 923614.0 0.00000002117037 46.91132000000000346 2.6650040000 1
012 0.00000092011730 0.00000049204330 0 2000 4675213.000 100 516080.0 0.00000003997788 203.99559999999999604 13.0393300000 1
013 0.00000025704510 0.00000014950970 0 2000 11859010.000 100 60918.0 0.00000004612545 71.55141999999999314 1.0081680000 1
014 0.00000069968100 0.00000031015390 0 2000 14608380.000 100 188474.0 0.00000002188998 84.75637000000000398 17.3306000000 1
015 0.00000066520380 0.00000022503610 0 2000 4719775.000 100 35096.0 0.00000002863491 170.02559999999999718 4.8954670000 1
016 0.00000027079960 0.00000018042730 0 2000 15032830.000 100 884555.0 0.00000002599405 649.69349999999997181 1.5798270000 1
017 0.00000071593390 0.00000066105330 0 2000 10220480.000 100 442147.0 0.00000016644030 701.27369999999996253 4.5662160000 1
018 0.00000011341490 0.00000010975010 0 2000 11692710.000 100 395361.0 0.00000008566377 349.34149999999999636 2.1949740000 1
019 0.00000010217610 0.00000010158680 0 2000 4271871.000 100 485514.0 0.00000006252483 482.31830000000002201 4.7490180000 1
020 0.00000058613420 0.00000013844850 0 2000 7977363.000 100 124283.0 0.00000013509690 93.58275999999999328 8.1302380000 1
001 0.00000022126670 0.00000016087900 1.0000 2000 7867149.000 100 414467.0 0.00000005252273 0.68272440000000001 5.9870380000 1
002 0.00000010722650 0.00000010438570 1.0000 2000 16087670.000 100 681868.0 0.00000002544237 0.98181410000000002 4.5508600000 1
003 0.00000042304740 0.00000014280490 1.0000 2000 15153900.000 100 459210.0 0.00000001328307 0.85803969999999996 2.2768980000 1
004 0.00000013946410 0.00000012204120 1.0000 2000 10484500.000 100 547870.0 0.00000002222187 1.50872800000000007 1.7424760000 1
005 0.00000045565210 0.00000010098030 1.0000 2000 272793.200 100 432587.0 0.00000003184239 0.62347410000000003 7.8322910000 1
006 0.00000033273180 0.00000019075550 1.0000 2000 8488110.000 100 322601.0 0.00000001888764 1.91740700000000008 3.4089790000 1
007 0.00000028761670 0.00000014608180 1.0000 2000 48173510.000 100 122502.0 0.00000001827171 0.62480170000000002 4.4549960000 1
008 0.00000012334150 0.00000010038820 1.0000 2000 10627120.000 100 569801.0 0.00000002584800 0.53219019999999995 13.5611500000 1
009 0.00000092341660 0.00000065900450 1.0000 2000 3158295.000 100 322329.0 0.00000003515518 0.59274910000000003 5.1134530000 1
010 0.00000025145840 0.00000023860530 1.0000 2000 13106440.000 100 14150.0 0.00000001784761 0.22026699999999999 4.4501210000 1
011 0.00000010483230 0.00000010348470 1.0000 2000 12023720.000 100 211191.0 0.00000003688004 1.65089700000000006 6.8167140000 1
012 0.00000013560810 0.00000012252980 1.0000 2000 19615680.000 100 314336.0 0.00000001226334 0.53420250000000002 19.1936300000 1
013 0.00000015922840 0.00000015391600 1.0000 2000 19463730.000 100 708724.0 0.00000005323779 0.47115649999999998 2.1433330000 1
014 0.00000021037860 0.00000015229470 1.0000 2000 32395310.000 100 973395.0 0.00000002089967 1.37516299999999991 6.0595040000 1
015 0.00000075185090 0.00000022491580 1.0000 2000 10803790.000 100 301171.0 0.00000003767164 0.25198320000000002 1.1901720000 1
016 0.00000059811490 0.00000020881530 1.0000 2000 20960780.000 100 831751.0 0.00000002509863 0.38804349999999999 1.0727590000 1
017 0.00000050668490 0.00000038593970 1.0000 2000 7184918.000 100 747284.0 0.00000002177101 6.72702500000000025 2.9433800000 1
018 0.00000014449480 0.00000012782620 1.0000 2000 5444306.000 100 427285.0 0.00000003308155 0.25913809999999998 3.1296050000 1
019 0.00000011785260 0.00000010099470 1.0000 2000 5690779.000 100 339032.0 0.00000007189443 0.77580689999999997 2.0033470000 1
020 0.00000085928610 0.00000038614410 1.0000 2000 14078350.000 100 89525.0 0.00000007709211 0.47959079999999998 2.9431950000 1
001 0.00000022126670 0.00000016087900 1.0000 2000 7867149.000 100 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000087441580 0.00000025837630 1.0000 2000 2473865.000 100 450576.0 0.00000001177212 5.49650100000000030 9.4280430000 1
003 0.00000097341360 0.00000014578590 1.0000 2000 5795252.000 100 709019.0 0.00000003025474 14.80738000000000021 4.8813610000 1
004 0.00000026594860 0.00000012825710 1.0000 2000 16092670.000 100 350879.0 0.00000001308822 6.11824600000000007 3.7730400000 1
005 0.00000057892410 0.00000032088160 1.0000 2000 15896850.000 100 783786.0 0.00000002562416 3.57546400000000020 12.9201300000 1
006 0.00000048215540 0.00000031766970 1.0000 2000 2711115.000 100 530827.0 0.00000004770291 0.91343890000000005 3.9321870000 1
007 0.00000065241840 0.00000029569180 1.0000 2000 2054545.000 100 952456.0 0.00000002302032 11.11923999999999957 4.4665870000 1
008 0.00000078591050 0.00000026967750 1.0000 2000 1839155.000 100 13380.0 0.00000002106934 2.85953999999999997 2.7709330000 1
009 0.00000049482340 0.00000033122230 1.0000 2000 33841340.000 100 811697.0 0.00000001496705 16.58251999999999882 5.4395550000 1
010 0.00000051695730 0.00000012344590 1.0000 2000 10779190.000 100 980323.0 0.00000007760495 38.01444999999999652 1.4619920000 1
011 0.00000011406610 0.00000010213170 1.0000 2000 2401979.000 100 986976.0 0.00000001772242 3.62600299999999987 3.4665890000 1
012 0.00000067291110 0.00000029983670 1.0000 2000 6699307.000 100 931383.0 0.00000007044885 14.82440000000000069 8.1589380000 1
013 0.00000021966190 0.00000012601490 1.0000 2000 4194964.000 100 517796.0 0.00000003484127 13.31703000000000081 20.2778700000 1
014 0.00000018258930 0.00000013320510 1.0000 2000 11427580.000 100 145209.0 0.00000007936537 2.06089799999999990 3.2165130000 1
015 0.00000054860250 0.00000040952310 1.0000 2000 14489010.000 100 853632.0 0.00000001224267 27.74519000000000091 7.2002270000 1
016 0.00000028483070 0.00000019209580 1.0000 2000 9937911.000 100 565713.0 0.00000005197841 11.95716999999999963 4.2973080000 1
017 0.00000069512920 0.00000032230170 1.0000 2000 66840030.000 100 817433.0 0.00000001293004 9.60149900000000045 13.6286900000 1
018 0.00000028420410 0.00000019871690 1.0000 2000 18558620.000 100 699686.0 0.00000004045788 2.86669200000000002 5.4191750000 1
019 0.00000060992840 0.00000015160160 1.0000 2000 4761362.000 100 355129.0 0.00000003009810 1.41778599999999999 4.7040020000 1
020 0.00000014127660 0.00000012893860 1.0000 2000 7763133.000 100 809765.0 0.00000002084365 24.19656000000000162 1.8643460000 1
001 0.00000022126670 0.00000016087900 1.0000 2000 7867149.000 100 414467.0 0.00000005252273 87.21147999999999456 5.9870380000 1
002 0.00000095521150 0.00000014277360 1.0000 2000 32274860.000 100 162707.0 0.00000001092154 135.25720000000001164 1.1252860000 1
003 0.00000032168320 0.00000025693690 1.0000 2000 14482720.000 100 85789.0 0.00000001167157 180.00649999999998840 12.5474200000 1
004 0.00000034940140 0.00000018187660 1.0000 2000 15782460.000 100 447067.0 0.00000002556064 310.43310000000002447 8.4919210000 1
005 0.00000022012380 0.00000016434650 1.0000 2000 7429213.000 100 652525.0 0.00000003703107 154.66759999999999309 2.8509630000 1
006 0.00000025293000 0.00000013022210 1.0000 2000 8911679.000 100 773767.0 0.00000002815766 119.29059999999999775 11.8781300000 1
007 0.00000027334690 0.00000024962650 1.0000 2000 5474927.000 100 525742.0 0.00000004975913 551.45380000000000109 18.8775900000 1
008 0.00000067952200 0.00000047537920 1.0000 2000 12725950.000 100 151328.0 0.00000001508621 204.76040000000000418 6.6360730000 1
009 0.00000019694290 0.00000019035520 1.0000 2000 4793057.000 100 658641.0 0.00000004151025 124.34860000000000468 3.4739880000 1
010 0.00000081308260 0.00000015100470 1.0000 2000 10935590.000 100 349247.0 0.00000002428153 488.76429999999999154 2.3746500000 1
011 0.00000050694140 0.00000011415150 1.0000 2000 17966310.000 100 374210.0 0.00000002025955 57.97769999999999868 4.8024250000 1
012 0.00000025363530 0.00000023339620 1.0000 2000 5661821.000 100 337248.0 0.00000003215173 549.77409999999997581 2.2941020000 1
013 0.00000084684690 0.00000023346260 1.0000 2000 2513896.000 100 452413.0 0.00000004806051 389.32400000000001228 3.2437430000 1
014 0.00000036831670 0.00000024681270 1.0000 2000 56797120.000 100 642576.0 0.00000001981565 402.33490000000000464 6.7705220000 1
015 0.00000081425760 0.00000056497500 1.0000 2000 4495388.000 100 605125.0 0.00000007078295 88.00217000000000667 2.1167270000 1
016 0.00000057815870 0.00000015379850 1.0000 2000 7135753.000 100 873260.0 0.00000005998609 9.06521799999999978 2.5504640000 1
017 0.00000042283920 0.00000037093330 1.0000 2000 8544127.000 100 108722.0 0.00000002784924 111.69450000000000500 8.8938760000 1
018 0.00000033619330 0.00000014555670 1.0000 2000 10438560.000 100 806510.0 0.00000009890100 64.50364999999999327 5.8993410000 1
019 0.00000043237960 0.00000020529260 1.0000 2000 2009488.000 100 661722.0 0.00000003435181 148.72780000000000200 3.0032110000 1
020 0.00000020030940 0.00000013426130 1.0000 2000 61091870.000 100 184708.0 0.00000003045137 20.19032999999999944 8.1340720000 1
001 0.00000022126670 0.00000016087900 2.0000 2000 7867149.000 100 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000087441580 0.00000025837630 2.0000 2000 2473865.000 100 450576.0 0.00000001177212 5.49650100000000030 9.4280430000 1
003 0.00000044175100 0.00000011034940 2.0000 2000 4628188.000 100 693740.0 0.00000001689712 16.79841000000000051 12.3746600000 1
004 0.00000046551890 0.00000015520700 2.0000 2000 22407420.000 100 972831.0 0.00000001889161 1.17892500000000000 3.8991800000 1
005 0.00000010333880 0.00000010206680 2.0000 2000 40833310.000 100 322854.0 0.00000003754112 1.38202300000000000 1.1896210000 1
006 0.00000013619960 0.00000012457510 2.0000 2000 32743990.000 100 981010.0 0.00000005156666 0.40795500000000001 1.4607000000 1
007 0.00000068676110 0.00000031276770 2.0000 2000 3594150.000 100 963044.0 0.00000001971453 2.74334299999999986 3.0451530000 1
008 0.00000043772770 0.00000022714320 2.0000 2000 5469800.000 100 442175.0 0.00000008330298 17.72593000000000174 18.3808400000 1
009 0.00000012012920 0.00000011759840 2.0000 2000 15059420.000 100 75163.0 0.00000002155190 1.02652900000000002 21.0090700000 1
010 0.00000040217210 0.00000010697900 2.0000 2000 4169348.000 100 200924.0 0.00000004300455 36.44091999999999842 15.4630000000 1
011 0.00000057630300 0.00000015465840 2.0000 2000 12525610.000 100 248687.0 0.00000001115668 19.65024000000000015 4.6904360000 1
012 0.00000011641320 0.00000010566860 2.0000 2000 2389151.000 100 152963.0 0.00000007654804 3.48715300000000017 10.4319400000 1
013 0.00000055472160 0.00000029087570 2.0000 2000 2675849.000 100 52766.0 0.00000002937144 5.19954099999999997 1.9758650000 1
014 0.00000035802320 0.00000010910240 2.0000 2000 1369130.000 100 304934.0 0.00000003426581 22.35171000000000063 2.9375550000 1
015 0.00000027456090 0.00000013807490 2.0000 2000 40384450.000 100 402766.0 0.00000007696615 1.34584100000000007 2.9869880000 1
016 0.00000011534910 0.00000010716520 2.0000 2000 15907640.000 100 826414.0 0.00000013987680 2.31193399999999993 13.8964600000 1
017 0.00000072161740 0.00000011167720 2.0000 2000 13640110.000 100 243583.0 0.00000003377100 3.97550699999999990 6.8069060000 1
018 0.00000078064900 0.00000032052960 2.0000 2000 3720873.000 100 454265.0 0.00000002645128 11.90619000000000050 4.5508430000 1
019 0.00000029412930 0.00000016600830 2.0000 2000 7017107.000 100 110563.0 0.00000005268941 4.48923600000000000 2.1163960000 1
020 0.00000045075030 0.00000020662080 2.0000 2000 5310950.000 100 469970.0 0.00000006945185 1.72620700000000005 6.9965980000 1
001 0.00000022126670 0.00000016087900 4.0000 2000 7867149.000 100 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000087441580 0.00000025837630 4.0000 2000 2473865.000 100 450576.0 0.00000001177212 5.49650100000000030 9.4280430000 1
003 0.00000044175100 0.00000011034940 4.0000 2000 4628188.000 100 693740.0 0.00000001689712 16.79841000000000051 12.3746600000 1
004 0.00000046551890 0.00000015520700 4.0000 2000 22407420.000 100 972831.0 0.00000001889161 1.17892500000000000 3.8991800000 1
005 0.00000010333880 0.00000010206680 4.0000 2000 40833310.000 100 322854.0 0.00000003754112 1.38202300000000000 1.1896210000 1
006 0.00000013619960 0.00000012457510 4.0000 2000 32743990.000 100 981010.0 0.00000005156666 0.40795500000000001 1.4607000000 1
007 0.00000068676110 0.00000031276770 4.0000 2000 3594150.000 100 963044.0 0.00000001971453 2.74334299999999986 3.0451530000 1
008 0.00000043772770 0.00000022714320 4.0000 2000 5469800.000 100 442175.0 0.00000008330298 17.72593000000000174 18.3808400000 1
009 0.00000012012920 0.00000011759840 4.0000 2000 15059420.000 100 75163.0 0.00000002155190 1.02652900000000002 21.0090700000 1
010 0.00000040217210 0.00000010697900 4.0000 2000 4169348.000 100 200924.0 0.00000004300455 36.44091999999999842 15.4630000000 1
011 0.00000057630300 0.00000015465840 4.0000 2000 12525610.000 100 248687.0 0.00000001115668 19.65024000000000015 4.6904360000 1
012 0.00000011641320 0.00000010566860 4.0000 2000 2389151.000 100 152963.0 0.00000007654804 3.48715300000000017 10.4319400000 1
013 0.00000055472160 0.00000029087570 4.0000 2000 2675849.000 100 52766.0 0.00000002937144 5.19954099999999997 1.9758650000 1
014 0.00000035802320 0.00000010910240 4.0000 2000 1369130.000 100 304934.0 0.00000003426581 22.35171000000000063 2.9375550000 1
015 0.00000027456090 0.00000013807490 4.0000 2000 40384450.000 100 402766.0 0.00000007696615 1.34584100000000007 2.9869880000 1
016 0.00000011534910 0.00000010716520 4.0000 2000 15907640.000 100 826414.0 0.00000013987680 2.31193399999999993 13.8964600000 1
017 0.00000072161740 0.00000011167720 4.0000 2000 13640110.000 100 243583.0 0.00000003377100 3.97550699999999990 6.8069060000 1
018 0.00000078064900 0.00000032052960 4.0000 2000 3720873.000 100 454265.0 0.00000002645128 11.90619000000000050 4.5508430000 1
019 0.00000029412930 0.00000016600830 4.0000 2000 7017107.000 100 110563.0 0.00000005268941 4.48923600000000000 2.1163960000 1
020 0.00000045075030 0.00000020662080 4.0000 2000 5310950.000 100 469970.0 0.00000006945185 1.72620700000000005 6.9965980000 1
001 0.00000022126670 0.00000016087900 0.2500 30 1610937.000 500 414467.0 0.00000005252273 2.63355899999999998 5.9870380000 1
002 0.00000033065670 0.00000019720340 0.2500 30 528463.800 500 230025.0 0.00000004923172 17.45881999999999934 5.6054570000 1
003 0.00000017432710 0.00000016768120 0.2500 30 696625.600 500 422027.0 0.00000002551905 9.26670400000000072 8.7525120000 1
004 0.00000056692400 0.00000041873800 0.2500 30 802686.600 500 795161.0 0.00000005032916 1.34363699999999997 0.2613145000 1
005 0.00000034159060 0.00000012166160 0.2500 30 15051840.000 500 457358.0 0.00000002035502 8.80121600000000015 4.7783670000 1
006 0.00000018337340 0.00000017232160 0.2500 30 686284.200 500 402285.0 0.00000002146324 1.48591300000000004 5.0559710000 1
007 0.00000023280580 0.00000018468650 0.2500 30 589417.300 500 69489.0 0.00000001733049 2.27078099999999994 3.0832420000 1
008 0.00000012826970 0.00000012458810 0.2500 30 753807.800 500 497144.0 0.00000003528068 6.32564100000000007 1.3229270000 1
009 0.00000066584620 0.00000040306830 0.2500 30 2406693.000 500 74670.0 0.00000007090106 3.10986699999999994 5.6666880000 1
010 0.00000034328920 0.00000012822730 0.2500 30 979472.000 500 140840.0 0.00000008297236 1.45914100000000002 3.2513750000 1
011 0.00000012371070 0.00000011011750 0.2500 30 620034.100 500 62629.0 0.00000002839904 9.10158799999999957 9.6508070000 1
