2001 0.25 1.5 1.5 01 0.579840299885015
2001 0.25 1.5 1.5 02 0.6628594683544616
2001 0.25 1.5 1.5 03 0.5878216188051194
2001 0.25 1.5 1.5 04 0.7862090830960096
2001 0.25 1.5 1.5 05 0.625765748840176
2001 0.25 1.5 1.5 06 0.4886344471464346
2001 0.25 1.5 1.5 07 0.8948443412071213
2001 0.25 1.5 1.5 08 0.6883299848251839
2001 0.25 1.5 1.5 09 0.35030989937029766
2001 0.25 1.5 1.5 10 0.7400363692189121
2001 0.25 1.5 1.5 11 0.41453399380183176
2001 0.25 1.5 1.5 12 0.46082016465394504
2001 0.25 1.5 1.5 13 0.38988158649113236
2001 0.25 1.5 1.5 14 0.9810848184337121
2001 0.25 1.5 1.5 15 0.6724500178048919
2001 0.25 1.5 1.5 16 0.7171044316592461
2001 0.25 1.5 1.5 17 0.961789070125646
2001 0.25 1.5 1.5 18 0.5674951297495632
2001 0.25 1.5 1.5 19 0.5519271079080983
2001 0.25 1.5 1.5 20 0.4306867139686605
2001 0.5 1.5 1.5 01 0.5745344990238199
2001 0.5 1.5 1.5 02 0.4723109838329712
2001 0.5 1.5 1.5 03 0.8583044798238376
2001 0.5 1.5 1.5 04 0.9268706027782663
2001 0.5 1.5 1.5 05 0.8046836004028971
2001 0.5 1.5 1.5 06 0.8201475404016749
2001 0.5 1.5 1.5 07 0.6078411364877165
2001 0.5 1.5 1.5 08 0.5040748133236282
2001 0.5 1.5 1.5 09 0.9744345754831484
2001 0.5 1.5 1.5 10 0.6931427341932811
2001 0.5 1.5 1.5 11 0.7898705566516782
2001 0.5 1.5 1.5 12 0.7501397598617268
2001 0.5 1.5 1.5 13 0.45920938165064873
2001 0.5 1.5 1.5 14 0.6116607450461172
2001 0.5 1.5 1.5 15 0.8621314050373858
2001 0.5 1.5 1.5 16 0.6908890342209673
2001 0.5 1.5 1.5 17 0.44955336889236625
2001 0.5 1.5 1.5 18 0.8311493490346946
2001 0.5 1.5 1.5 19 0.8881174442871088
2001 0.5 1.5 1.5 20 0.5955915447604688
2001 0 0.15 0.15 01 0.5776019599833616
